question,generated_question,bleu,rouge_l,meteor
"Although the new album quickly became the top-selling album after being released,   _  .","According to the passage, Now they are known as one of the most disputed .",0.017395797375642234,0.14814814814814817,0.16556291390728475
"If you did not get along with your former employer, you   _  .","According to the passage, Ask about responsibilities, working conditions, promotion opportunities and benefits of the job you are interviewing for.",0.009629943614188135,0.06451612903225806,0.09999999999999999
Rebecca may like   _   according to  the passage.,"According to the passage, But what do you think of your school.",0.08430118946484098,0.4210526315789474,0.5094736842105264
What left the instructor unsatisfied in the class?,"According to the passage, what The instructor asked what the book was about?",0.039073802494525016,0.380952380952381,0.3875
The survey by parenting website BabyCenter.corn mainly intends to   _  .,"According to the passage, The online survey also found that mothers aren't going to the doctor as often.Instead they are using the Internet to fin.",0.009970222994544455,0.16216216216216217,0.15748031496062995
You can read the time of Big Ben   _  .,"According to the passage, This clock has four faces.",0.02145851237135921,0.11764705882352941,0.14851485148514848
"According to the Highlights editors, if your dog begs for food at the dinner table, you'd better","According to the passage, You could teach him to stay in another room.",0.056530056609206736,0.2580645161290323,0.1907692307692308
Which of the followings can show the right percentage   about Sports in Britain?,"Which of the following is true? Sports
British people don't do a lot of sports.",0.07029695662739609,0.3448275862068966,0.20833333333333331
_   can't reach the apples.,"According to the passage, There is an elephant and a monkey.",0.018850319022747353,0.12500000000000003,0.13157894736842107
Why did Ben turn around when he saw the black cat crossing the street?,"According to the passage, why For example, some people think that 13 is an unlucky number?",0.014628063653657535,0.06666666666666667,0.16233766233766236
Who is the hero of The old Man and the Sea?,"According to the passage, who For eighty-four days ,he set out to sea and returned empty-handed?",0.01618861356572822,0.13793103448275862,0.1968503937007874
Gavin left Grylls a very deep impression because he   _  .,"According to the passage, After two days stuck in the snow, Gavin was saved.",0.01428363257865929,0.08695652173913043,0.08620689655172414
Which is true ?,Which of the following is true? Now we try to save trees.,0.020255986027125642,0.4,0.75
Which of the sentences below is NOT true?,Which of the following is true? It can't breathe in the water.,0.09578464408619825,0.4761904761904762,0.5324074074074074
The author is probably from  _  .,"According to the passage, With translations making up only around 4.5 percent of literary works published in the UK and Ireland, getting English v.",0.007913247271422612,0.06666666666666667,0.1111111111111111
Tom went to see his grandparents with his father   _  .,"According to the passage, His father said, ""Well, whistle once.",0.04469338322542863,0.3157894736842105,0.2768640350877193
How did the author and Jennie's friendship grow?,"According to the passage, how ""He's a difficult little character,"" I explained?",0.020255986027125642,0.18181818181818185,0.1851851851851852
The passage was most probably written by   _   .,"According to the passage, When my son was a teenager he already knew he wanted things.",0.014628063653657535,0.26086956521739124,0.3188131313131313
The text mainly talks about  _  .,"According to the passage, Global emissions of carbon dioxide from fossil fuel burning jumped by the largest amount on record in 2010.",0.008687475782716616,0.07407407407407407,0.11494252873563218
What does the passage mainly talk about?,"According to the passage, what However, how cellphone radiation could affect brain glucose metabolism is unclear?",0.014628063653657535,0.17391304347826086,0.34684065934065933
The main purpose of this passage is to   _  .,"According to the passage, This yearly meeting has been successfully held for the past three years.",0.01618861356572822,0.16666666666666666,0.2314814814814815
What do her friends do before Mrs. Ai dies?,"According to the passage, what So I have to say I love eating fish heads?",0.013217947626377298,0.08333333333333334,0.09345794392523364
When did Aggie Bonfire come into being?,"According to the passage, when Aggie Bonfire   was a long-standing tradition at Texas A&M University as part of the college rivalry   with the Universi?",0.01851974703879588,0.18181818181818182,0.31562500000000004
What is the correct understanding of friends according to the writer?,"According to the passage, what We should treasure each of our friends whether poor or rich, beautiful or not?",0.05993031480537873,0.19999999999999998,0.44034536891679743
"With the help of Itgel, the Tsaatan did the following EXCEPT","According to the passage, getting too small to support the community.",0.022416933501922302,0.18181818181818182,0.12396694214876033
"What does the author mean by stating, ""the symbolism used in masks is often universal""?","According to the passage, what Emotions were identified correctly by most viewers, whatever the viewer's native culture?",0.015138514598766055,0.1818181818181818,0.15625
What do we know about the small-living movement?,"According to the passage, what TinyDwelling homes are very small, yet comfortable houses at affordable prices?",0.014628063653657535,0.16,0.15
Why did Mary feel completely desperate ?,"According to the passage, why Mary paid the money back to Obama the day she joined her husband ?",0.01340082578177889,0.16666666666666666,0.18072289156626506
"From the passage,we know that the writer   _   in London.","According to the passage, They treated me as a daughter of their family during my stay there.",0.011502783619900045,0.14814814814814817,0.23207720588235295
Which of the following is TRUE according to the letter?,Which of the following is true? Maybe the thief was watching us.,0.33180774028439425,0.6363636363636365,0.6892975663716814
Christmas is in   _  .,"According to the passage, Mid-autumn Festival is a Chinese festival in the autumn .",0.018798317647335087,0.23529411764705882,0.25
The only way for James to earn money was to   _  .,"According to the passage, James shook his money box again.",0.02443703255186539,0.3,0.20833333333333337
Which of the following would be the best title for the text?,Which of the following is true? The time was eight thirty in the morning.,0.19674979811155635,0.4615384615384615,0.5280780075187971
"According to the text, May's song ""Beautiful Seed""  _  .","According to the passage, The song encourages people to go after their dreams and compares every person to a seed with the ability to change the w.",0.03712362748517272,0.2777777777777778,0.22580645161290322
"What day is June 20, 2015?","According to the passage, what Wehope you will join us?",0.021105340631872645,0.125,0.17857142857142858
Why did the old man ask the waiter to take some fish to his horse? Because   _  .,"According to the passage, why He wanted to stay in a restaurant?",0.014610451828903939,0.14285714285714288,0.13513513513513514
Who moved the rock away?,"According to the passage, who The farmer takes responsibility when no one else is prepared to?",0.014628063653657535,0.19047619047619047,0.20833333333333334
How did the man ask the lady to thank him?,"According to the passage, how Her car broke down and she needed help?",0.020448007360218394,0.08695652173913043,0.21929824561403505
There was   _   in the house.,"According to the passage, It was Christmas,and there was a big party in the house.Guests came and went,but the party went on.Then the bell rang.Se.",0.02265672090880199,0.2857142857142857,0.39574468085106385
"The best title for this passage is ""  _  "".","According to the passage, People want to buy the latest newspaper; nobody wants to buy yesterday's.",0.012300686288463768,0.16666666666666666,0.12605042016806722
We can infer from the text that the author did not recommend   _  .,"According to the passage, The subjects were all disease free when employed.",0.01714632199160149,0.16666666666666666,0.10714285714285715
"If you have only 39 cents, you can NOT buy a stamp at  _  .","According to the passage, You can mail a letter or package under 16 oz.",0.03112418223320603,0.22222222222222224,0.27875
New York became the largest city in the United States   _  .,"According to the passage, A long time ago, it was called Lenapehoking.",0.017033186037639283,0.0909090909090909,0.08130081300813008
It seems that her son spends too much time  _  .,"According to the passage, I find out that the older he grows, the less we talk.",0.012300686288463768,0.08,0.0847457627118644
Which of the following might be the best title for the passage?,"Which of the following is true? The first stage of Stonehenge, a round earthwork structure, was built around 3000BC.",0.13400825781778894,0.3225806451612903,0.25
Where is the Roman Baths --- Chester?,"According to the passage, where When you think of tourist sites in Britain, what do you think of?",0.01284618972676772,0.08333333333333333,0.14705882352941177
Members of the Friends of the British Library can   _  .,"According to the passage, Below is a brochure about the British Library.",0.03986357128268015,0.380952380952381,0.39469026548672564
"According to the passage,which part can help build up your confidence?","According to the passage, Visualize Success
Before you fall asleep each night,it is a great way to visualize yourself taking the tests and doing w.",0.03749405143204497,0.21052631578947367,0.16129032258064518
What would be the best title for this passage?,"According to the passage, what He did not give a specific  date for a moon landing?",0.01618861356572822,0.16,0.2314814814814815
"When Annabelle wanted to help Charlotte, Charlotte felt   _  .","According to the passage, when That Monday afternoon, Mrs?",0.025518615589394285,0.11764705882352941,0.13513513513513514
There were  _  planes in Flight 19.,"According to the passage, After that,it was never heard from again.While searching for it,a search plane was also lost.The search for the both con.",0.0,0.058823529411764705,0.09803921568627452
Most people in the USA can digest milk because  _  .,"According to the passage, In much of Africa, Asia and South America, on the other hand, people tend to avoid dairy products because they lead to d.",0.009871721786705418,0.16666666666666666,0.19083969465648853
The dog   _   when Mary watches TV.,"According to the passage, They are the dog's favorite food.",0.021105340631872645,0.23529411764705885,0.3006535947712418
Which of the following is TRUE?,Which of the following is true? Bananas have something that is full of Vitamin B6.,0.3237722713145643,0.5714285714285715,0.7155612244897959
The Mexican man helped the author because he tended to think that   _  .,"According to the passage, I still clearly remember that day.",0.018618937187482525,0.1818181818181818,0.14492753623188406
"According to the article, phantom vibrations  _  .","According to the passage, People who are constantly picking up their phone look like they have an obsession.",0.053463162573637084,0.25,0.4415841584158416
"According to the passage,it seldom happens that  _  .","According to the passage, Parents should be very tough about this kind of thing.",0.07069301148938888,0.36363636363636365,0.5120772946859904
We can learn from Niu Hanting that she   _  .,"According to the passage, However, Legend of Zhen Huan seems to arouse more discussion than any drama series.",0.0,0.0,0.04504504504504505
A proper way to release a fish is to   _  .,"According to the passage, --Take good care of the fish by moving it gently in water .",0.015138514598766055,0.16,0.1271186440677966
The author wants to say in the passage that  _  .,"According to the passage, Start by finding simple no-cook recipes.",0.022710171642664416,0.3,0.28434684684684686
The author's mother has all the following fine qualities except   _  .,"According to the passage, How does a daughter begin to thank her mother for life itself.",0.014628063653657535,0.14814814814814814,0.11111111111111112
Why does Devin think common seasonal Christmas music is annoying?   _  .,"According to the passage, why Christmas music gets extremely over- played through the Holiday season?",0.030934588294313718,0.24,0.2776119402985075
Grey squirrels_.,"According to the passage, By 2000, grey squirrels occupied 900 sq km and this year, fresh research from the three universities shows that their di.",0.007575731225158965,0.14814814814814814,0.17857142857142858
"What does ""ageing"" mean according to the passage?","According to the passage, what If we could stay as vigorous as we are at twelve, it would take about 700 years for half of us to die, and another 700 f?",0.03102878467054691,0.2,0.31584362139917693
How did the author get to know the three passengers?,"According to the passage, how Making people listen to boring mobile phone conversations should be regarded as a rude act.""
Every train carriage should?",0.01041441909198652,0.11764705882352941,0.1968503937007874
The writer did NOT tell us in this passage that   _  .,"According to the passage, Some sports are so interesting that people everywhere go in for them.",0.01618861356572822,0.23076923076923075,0.19841269841269846
What's the best title for this passage?,"According to the passage, what Though it came within touching distance,the swimmers and surfers were in no danger?",0.010802314890908065,0.14814814814814814,0.1941747572815534
The author explains the key factor in having a happy life by  _  .,"According to the passage, Recently, I noticed a pattern among activities that people find fun: _ .",0.028927969316143217,0.14814814814814814,0.21618150684931506
When did Sara lose her pet?,"According to the passage, when Please call John at 678-5342?",0.021105340631872645,0.11764705882352942,0.13333333333333333
Which group of Canadian artists is wellknown all over the world today?,Which of the following is true? Sport is a major part of today's society in Canada.Hockey is the most popular spectator sport with more participants tak.,0.010275474580767148,0.2,0.20547945205479454
The roommate laughed all the way home because   _  .,"According to the passage, I was embarrassed   when the cashier gave me my bill.",0.0169861974906263,0.18181818181818182,0.14150943396226412
"Why is Kenichi Ito described <<s a man with a ""super power""?","According to the passage, why The record was set or?",0.01727959142950042,0.0909090909090909,0.060606060606060615
Children who often watch the program   _  .,"According to the passage, Those who watch it five times a week learn more than occasional  viewers.",0.015138514598766055,0.1739130434782609,0.21978021978021978
The author likes standing up while working because   _  .,"According to the passage, There's another thing about standing for a long time: I tend to get hungrier than I do when I sit on a chair.That feels .",0.008517399705356638,0.10526315789473685,0.12295081967213113
This passage is mostly about   _  .,"According to the passage, We have all heard some of the common myths about how eyesight gets bad.",0.010802314890908065,0.1739130434782609,0.18072289156626506
"Parents may hope that their children have the same   _   as their own, according to the passage.","According to the passage, However, they are not always the best teachers.",0.05971897602498062,0.28571428571428575,0.25784507351327624
"In the Science Museum, people can't   _  .","According to the passage, I like visiting museums on weekends.",0.021105340631872645,0.23529411764705882,0.19607843137254904
The U.S. government requires milk as part of the National School Lunch Program  _   .,"According to the passage, Some people disagree with the idea that milk isn't important.",0.017502413882486995,0.1379310344827586,0.13157894736842105
Which of the following is TRUE according to the text?,Which of the following is true? Winter travel can be dangerous due to heavy snowfalls and icy conditions.Some roads and bridges are often closed in wint.,0.14153945350617028,0.37837837837837834,0.5530265748031497
Which of the following statements is NOT true?,"Which of the following is true? Singer mentioned that military robots feature cameras that record everything a machine sees, providing digital video tha.",0.11408424519986968,0.3870967741935483,0.6284569902727447
"At first, when did the writer always finish her homework?","According to the passage, I always finished it the next day between classes.",0.018476860420522198,0.2608695652173913,0.25660569105691056
"From the passage, we know   _  .","According to the passage, ""I told Teddy he's a pretty snake, a nice pet snake who got out of his cage,"" Evelyn said.""But he asked, 'Why did he bit.",0.013686241957588646,0.1111111111111111,0.2818080357142857
Which of the following statements is NOT true of laughter according to the passage?,Which of the following is true? It was found that laughter has similar effects to physical exercise.,0.16467029855845897,0.5161290322580646,0.2922077922077922
"According to the passage, if a child comes from a big city, he can often   _   in the summer holidays.","According to the passage, If one lives in a big city, he can go to a park to play.",0.3763693611344682,0.5263157894736842,0.5842794759825327
Which of the following is NOT mentioned as a possible reason for seeing more bird species in Britain?,"Which of the following is true? The highest number ever seen in one year is 445, in 2008.",0.21042990347620458,0.3333333333333333,0.277099609375
What can we infer from the passage?,"According to the passage, what Lumosity's scientists with an experienced team of game designers have developed a fun,effective online brain training pr?",0.010331208012220438,0.12903225806451613,0.3188131313131313
Donna knew nothing about Felipe's heart until  _  .,"According to the passage, They waited until she was stronger; then they told her about Felipe.",0.014628063653657535,0.16666666666666666,0.2895642201834862
Parents and teens want to be right because they want to    _   .,"According to the passage, Unfortunately , as long as long as parents and teens continue to assume that they know more than the other ,they'll cont.",0.04276438225788649,0.27027027027027023,0.3894210745522698
Which of the following is TRUE according to the passage?,Which of the following is true? Getting sick overseas can be scary.,0.31702331385234306,0.5454545454545454,0.5616759978327613
"""Genetic learning"" refers to   _  .","According to the passage, Genetic learning is learning by a species as a whole, and it is achieved by selection of those members of each generatio.",0.0072658577559704465,0.13333333333333336,0.19801980198019803
Where does Mrs. Li shout every day?,"According to the passage, where Peter Calafiura, an American doctor, agrees that shouting can have a positive influence on people's health?",0.009134423666564471,0.13793103448275862,0.15306122448979592
We can infer that the author had   _  .,"According to the passage, It took a lot of hard work and sacrifices.",0.01553712569276035,0.1,0.10416666666666666
What made the author laugh?,"According to the passage, what So I waited and waited, but there was still no call?",0.014628063653657535,0.09523809523809523,0.20547945205479454
Preschoolers observed in the research   _   .,"According to the passage, ""Our study shows that the biggest predictor of college completion wasn't math or reading skills, but whether or not they.",0.007913247271422612,0.06666666666666667,0.10869565217391305
From the passage we can infer that   _  .,"According to the passage, I went on line to check if my pay was in my bank account .",0.012109013026441871,0.16,0.253025302530253
We can infer from the passage that   _  .,"According to the passage, And instead of reading your newspaper, it will read to you.",0.013217947626377298,0.18181818181818182,0.25813692480359146
"From the passage, we can know that Irene  _  .","According to the passage, As much as our affective risk perception system can sometimes produce a dangerous ""perception gap"" between our fears and.",0.019383418023456653,0.19354838709677416,0.35396825396825393
"When communicating with others, Western people  _  .","According to the passage, when The way Westerners communicate tends to  be  ly explicit   and direct?",0.012300686288463768,0.18181818181818182,0.20202020202020204
The old man was sad because,"According to the passage, ' But how can I know where I'm going.",0.01553712569276035,0.10526315789473684,0.07142857142857144
What do we know about the song I'm So Lonesome I Could Cry?,"According to the passage, what What would make it to your list of top 10 country songs?",0.013679192123121896,0.12903225806451615,0.16233766233766236
The first Disney Park was built in   _  .,"According to the passage, It cost between $500 and $600 million to build.",0.01553712569276035,0.1,0.10204081632653061
"The word ""neglected"" in the last passage means   _  .","According to the passage, ""I know the activity can't help much, but it's meant to show our respect and care for beggars and the homeless who have .",0.008839374326825921,0.1081081081081081,0.21276595744680854
"If you like swimming, you will choose  _  .","According to the passage, Single and double rooms.",0.0,0.0,0.10000000000000002
Young people with diabetes have difficulty  _  .,"According to the passage, When the dog discovers something's wrong, she'll rub her head against Johnny's legs.",0.0,0.0,0.05263157894736842
According to the passage the writer advises us to  _  .,"According to the passage, It is how I see myself that is important to me and my life.",0.05744990696182412,0.3703703703703704,0.35830999066293184
Why did Bob rarely smile when he was in front of the camera?,"According to the passage, why Bob realized  that his job was actually very important?",0.020200106912694155,0.22222222222222224,0.17605633802816903
The main difference between the Waldorf School and Cedar Song Nature School lies in  _  .,"According to the passage, Other schools are all outdoors, all the time.",0.0145140482149807,0.15384615384615383,0.12578616352201258
We can describe Greg as  _  .,"According to the passage, And if it meant gaining weight or whatever, so be it.",0.0,0.0,0.0617283950617284
"If a Harry Potter fan travels to Oxford, he'll probably visit   _  .","According to the passage, Christ Church College
Long before it became known as a location for the Harry Potter films, Christ Church was the colleg.",0.019051955393615476,0.16216216216216217,0.2615882753919564
How old was Jobs when he got married to Laurene Powell?,"According to the passage, how Paul Jobs taught his son basic electronics and how to work his hands?",0.014216645907653848,0.20689655172413793,0.15625
The next generation telephone doesn't own the function of   _,"According to the passage, This new phone is the size and shape of a billfold .",0.01618861356572822,0.24,0.12931034482758622
What ocean is in the north of Canada?,"According to the passage, what follows line of latitude 49degN?",0.02777619034011792,0.22222222222222224,0.21505376344086022
"What does the word ""  _  mean in Chinese?","According to the passage, what She's tall, and I'm short?",0.025098621243978974,0.10526315789473685,0.14285714285714285
It is implied in the text that dogs can read your emotions only if    _   .,"According to the passage, On the other hand, when you speak to a dog, they are learning a foreign language.""
Picking up your nonverbal signals see.",0.008640609739997756,0.15,0.14204545454545456
Which is NOT the reason why the author didn't tell her mother she was getting married?,Which of the following is true? But the worst was when Rich criticized my mother's cooking and he didn't even know what he had done.As is the Chinese co.,0.010128952330932188,0.20408163265306123,0.3258974358974359
When did the story take place?,"According to the passage, when He then got himself into the bubbly water?",0.018476860420522198,0.21052631578947367,0.25641025641025644
What do child psychologists think is harmful to the feelings of children?,"According to the passage, what Child psychologists  now think that such strict rules are harmful  to the feelings of the students?",0.2082198320914845,0.5454545454545454,0.5917857142857144
"Things have changed much recently , because   _   .","According to the passage, "" Wang added that pets are friends in a real sense of the word , not just playthings .",0.009849349468888718,0.0,0.09523809523809525
How many things did Susan have to do on Saturday?,"According to the passage, how Ted and Susan are good friends?",0.024808415001701823,0.1904761904761905,0.17857142857142858
Why does the writer advise us to keep a diary?,"According to the passage, why Are you the only child in the family?",0.020448007360218394,0.17391304347826086,0.17543859649122806
Which of the following is true?,"Which of the following is true? When he ran the World Band, Mr.",0.3805803001674946,0.631578947368421,0.8512012399896668
What can be inferred from the passage?,"According to the passage, what They are part of an experiment that is designed to mimic life on Mars?",0.012109013026441871,0.15384615384615385,0.4000000000000001
How can timing compound problems?,"According to the passage, how An apology email can be worse than no apology at all?",0.014628063653657535,0.19047619047619047,0.20833333333333334
Why didn't Sam need an operation?,"According to the passage, why Sam's condition developed from bad to worse?",0.017033186037639283,0.2,0.1724137931034483
The purpose of the memo is to  _,"According to the passage, We will only be able to reserve the pool for one hour (i.e.",0.015138514598766055,0.16,0.16304347826086957
It would save us   _   to buy all the three books.,"According to the passage, We all know caregivers who have touched our lives.",0.020448007360218394,0.17391304347826086,0.16260162601626016
What was Jack Scott in the passage? He was   _,"According to the passage, what Green, ""Everything was going fine?",0.02777619034011792,0.3157894736842105,0.3292035398230088
What can we know from the whole passage?,"According to the passage, what ""how poor the old people are!"" the people around them thought?",0.014628063653657535,0.16666666666666666,0.19607843137254902
There are   _   buses.,"According to the passage, Five of them are brown.",0.023980296761827107,0.16666666666666666,0.1785714285714286
What do these resorts have in common?,"According to the passage, what Enjoy golf,spas,watersports and large outdoor pools.If you simply want to relax,the Catalonia Gran Dominicus hotel is ri?",0.008687475782716616,0.060606060606060615,0.09803921568627452
The research at Brunel University showed that women   _  .,"According to the passage, Good grades are viewed as an 'insurance policy' for success.",0.01428363257865929,0.09090909090909091,0.09345794392523364
Why did the writer imagine that everyone looked down on her?,"According to the passage, why I landed on a piece of glass that cut my eye badly?",0.01626739260030573,0.14285714285714285,0.3357392825896763
The author wanted to put her and her friend's names in the bracelet in order to   _  .,"According to the passage, I guess I am so lucky to have her as a friend.",0.015351737301993506,0.24242424242424243,0.15873015873015872
The author left the store angrily because  _  .,"According to the passage, ""Yes,"" my reply was enthusiastic and sincere, ""tell him I said 'Thank you!' ""
""Thank you?"" The woman seeded slightly puz.",0.009009113474307318,0.12903225806451613,0.12711864406779663
The author lists 13 values in his booklet to  _  .,"According to the passage, They have never given the matter any thought.",0.020255986027125642,0.09523809523809525,0.13274336283185842
"When the judge heard that his cow had died, he  _  .","According to the passage, when ""Well,"" said the man, your cow has killed mine?",0.018798317647335087,0.25,0.145985401459854
Who made 'Scrabble' popular?,"According to the passage, who Among these people was a man named Alfred Butts?",0.01428363257865929,0.11111111111111112,0.14285714285714288
"The research findings suggest that if someone likes eating fast food, he or she will probably approach life   _  .","According to the passage, When asked whether they would accept a small sum of money immediately or a larger amount in a week's time, they again ch.",0.008301095462822575,0.08695652173913043,0.0909090909090909
_   is Lily's favorite color.,"According to the passage, Black is Lily's favorite color.",0.2984745896009823,0.6666666666666666,0.7981481481481482
What can we learn from the passage?,"According to the passage, what ""A guy who raises his pitch becomes more trustworthy,"" says McAleer?",0.014628063653657535,0.17391304347826086,0.33938172043010756
The author advises freshmen to live in the Tree Dorms because   _  .,"According to the passage, There are two very easy things you can do to increase your knowledge as a freshman.",0.011451997463067555,0.12903225806451613,0.14388489208633096
"According to the text, which of the following statements is TRUE?","According to the passage, There were seven students left.",0.09503475972243514,0.3,0.290625
"Misguided by the parental reward system,children easily think  _  .","According to the passage, Have you used bribery or a reward system with your kids.",0.015718877363021206,0.25,0.29760000000000003
"If you ride a bike in Great Britain, you must ride  _   .","According to the passage, Cars, buses and bikes must all keep to the left side of the road.",0.010802314890908065,0.13793103448275862,0.13605442176870747
Jack wants to buy a set of desk and chair. He will pay   _  .,"According to the passage, Do you need great furniture for your room.",0.013265458624314393,0.08,0.12658227848101264
How did Mr.Green want to go to London?,"According to the passage, how ""What happened to you?""asked Mrs Green?",0.024808415001701823,0.1904761904761905,0.20408163265306123
Who can take part in this activity?,"According to the passage, who We Are One--'Expo Through My Eyes'
Sharing increases your happiness?",0.013217947626377298,0.08695652173913043,0.16304347826086957
"According to the spokesman for Premier Inn,it's hard to relax if we    _    .","According to the passage, Commenting on the survey carried out by One Poll for Premier Inn hotels,dreams expert Davina MacKail said:""Whether we ar.",0.0539471088086188,0.358974358974359,0.376104702152061
"It can be inferred that before the little girl finally went out to enjoy the first snow of winter,the teacher had to help her put on her boots  _  .","According to the passage, But I straggled with my jacket because it didn't fit well.",0.006399556217282908,0.08888888888888889,0.08169934640522876
"At the beginning of Nadia's first day at school, she was  _  .","According to the passage, ""Why did they do this?"" Kate wondered aloud.",0.015671287677272196,0.08333333333333333,0.0986842105263158
What's the purpose of this text?,"According to the passage, what Though the book is short, it is demanding: Don't pick it up looking for quick, easy lessons?",0.008687475782716616,0.13333333333333333,0.15000000000000002
We can infer from the passage that Pinky is a   _   person.,"According to the passage, She collects children.",0.016170365420297903,0.2222222222222222,0.2028218694885362
What makes Lin special from other players?,"According to the passage, what Who ""entertained us, challenged us and changed our world""?",0.01428363257865929,0.09523809523809523,0.10989010989010989
"From the Chang'e story, we can learn the following EXCEPT   _  .","According to the passage, In India, the god of the moon is Soma.",0.018476860420522198,0.16666666666666669,0.16556291390728475
Which of the following is most probably the best title?,Which of the following is true? That's where the similarities ended.,0.3672056269893592,0.5454545454545454,0.5950875925591476
Which of the following is true?,Which of the following is true? Then he asked where my brother lived in California.,0.3237722713145643,0.5714285714285715,0.8737244897959183
The first man touched the elephant's   _  .,"According to the passage, Each one put out his hand and _ it.",0.018476860420522198,0.10526315789473685,0.15625
What is the passage mainly about?,"According to the passage, what Well, apparently it's because we have mirror neurons  in our brains?",0.014628063653657535,0.1739130434782609,0.38027108433734935
"In the author's eyes,  _  .","According to the passage, In China, family is everything.",0.028517539529041507,0.14285714285714285,0.2380952380952381
"According to the article, Artemis   _  .","According to the passage, In Greek legend  , Artemis is the goddess of the moon.",0.07029695662739609,0.4210526315789473,0.574282147315855
What does the passage mainly talk about?,"According to the passage, what The cool winds in the mountains nicely  _ the heat.""
The research group working on the ""Workmen's huts in the Theban mou?",0.008301095462822575,0.11764705882352941,0.1904761904761905
"According to the text, Google balloons_.","According to the passage, They will be controlled by people at the Project Loon command center.",0.06087895024805787,0.2727272727272727,0.41333333333333333
The author learned from his experience that_.,"According to the passage, ""You from New Orleans?"" she asked.",0.025098621243978974,0.23529411764705882,0.1724137931034483
What can be inferred from the passage about the gray-haired day?,"According to the passage, what What feeling will you likely experience if a loved one suffers from Alzheimer's disease?",0.01340082578177889,0.125,0.19230769230769232
Which of the following is NOT considered a cause of OCD in dogs?,Which of the following is true? They also examined dogs that had never chased their tails.,0.22894156860669912,0.41379310344827586,0.39753401360544216
We can learn that by Monday noon the deaths in the explosion reached at least  _  .,"According to the passage, The valves of the Huangdao oil warehouse were shut about 15 minutes later.",0.013679192123121896,0.125,0.0872093023255814
"In the Old Testament of the Bible, the rainbow is used to   _  .","According to the passage, Everyone knows that we can sometimes see rainbows on a rainy day.",0.014628063653657535,0.14285714285714288,0.16339869281045752
A 2-year-old still lacks all of the following EXCEPT   _  .,"According to the passage, It's his only way of dealing with the difficult realities of life.",0.014628063653657535,0.14285714285714285,0.1271186440677966
"Which of the following words can replace the word ""erodes"" in Para 2?",Which of the following is true? Children are hooked on computers.,0.19561803044642365,0.33333333333333337,0.23694267515923564
"According to the passage, the reason why Liu said this downturn is an opportunity for China to restructure its economy is that    _   .","According to the passage, ""When the economy is experiencing fast growth, companies are unwilling to upgrade their technologies,"" Liu said.",0.1291510591022882,0.3333333333333333,0.4306385568835768
"At last,the police found out that   _  .","According to the passage, and left two people dead, while the second attack took place at the campus two hours later.",0.009134423666564471,0.14285714285714285,0.17543859649122806
"If a mom wants to get rid of Internet addiction, she should   _  .","According to the passage, ""Whatever that void may be -- whether it's emotional, spiritual, physical--we're trying to fill it."" So, how can you fin.",0.007913247271422612,0.05263157894736842,0.08771929824561403
It is essential for a policeman to be trained in criminal law   _  .,"According to the passage, And this separation the detective feels between himself and the rest of the world is deepened by the simplemindedness --.",0.009410489957951634,0.057142857142857134,0.09868421052631579
We can also get a fire by   _  .,"According to the passage, The spark could fire dry leaves.",0.021105340631872645,0.11764705882352941,0.10752688172043011
Is Kate Smith a teacher ?,"According to the passage, This is a teacher's family.The father's name is Tom Smith.",0.0169861974906263,0.2727272727272727,0.43836805555555564
The writer of the story is   _  .,"According to the passage, Delia was a young pianist.",0.023980296761827107,0.13333333333333333,0.12048192771084339
What can we infer from the article?,"According to the passage, what In contrast, humans' memories are very rich and specific?",0.0169861974906263,0.09523809523809523,0.16666666666666666
What would the author most probably write about next?,"According to the passage, what The memory of Marguerite accompanied me wherever I went?",0.0169861974906263,0.17391304347826086,0.14150943396226412
What will happen to assistants who overcook food?,"According to the passage, what My father tried and I got his job?",0.018476860420522198,0.09523809523809525,0.15625
Which way is the cheapest and quickest to learn something about friends far away?,"Which of the following is true? 41 Middle School in Shijiazhuang,likes her students to use the Internet.",0.01626739260030573,0.1875,0.16025641025641027
The first sentence lets us know that this passage is about   _  .,"According to the passage, The tiny heads of baby turtles.",0.015635220893785457,0.1904761904761905,0.11627906976744186
The proportion of older people  _  .,"According to the passage, Much needs to be done to get rid of age discrimination   in employment.",0.013679192123121896,0.1818181818181818,0.18292682926829268
The clock strikes  every  _   of an hour.,"According to the passage, The hands are about four meters long.",0.018850319022747353,0.1111111111111111,0.10638297872340426
Who will be the winner in the lacrosse game?   _  .,"According to the passage, who At each end of the field there is a net?",0.017395797375642234,0.16666666666666669,0.2
The writer went on this camping trip because   _  .,"According to the passage, Monday: Here I am, in the middle of nowhere.",0.01553712569276035,0.09523809523809525,0.09345794392523364
What might be the writer's implied idea by writing the article?,"According to the passage, what Has it come to this, he seems to be saying, that he, a craftsman , work upon them?",0.010900096978029118,0.11764705882352942,0.13793103448275865
"According to Adama Diagne,women shouldn't believe  _  *","According to the passage, They say they want to look beautiful,to find a husband, to stand out in a crowd or simply to look great for a special ev.",0.013686241957588646,0.10526315789473685,0.11278195488721804
Why do people worry about the teens?,"According to the passage, why Studies show that about 6% to 10% of Internet users become addicted?",0.015138514598766055,0.16666666666666666,0.21505376344086022
Which of the following is TRUE according to the passage?,Which of the following is true? Jim's sister Mary loves swimming.,0.3508439695638686,0.5454545454545454,0.5616759978327613
